observation_id,observation_family,observation_level,observation_status,source_candidate_id,symbol,timeframe,session_id,session_timezone,prior_session_local_date,next_session_local_date,first_break_direction,first_break_mode,prior_or_break_edge_value,next_session_open_utc,next_session_first_bar_open,next_session_first_bar_close,next_session_first_30m_bar_count,next_session_first_bar_expected_side,next_session_first_30m_all_closes_expected_side,next_session_first_30m_any_close_opposite_or_at_boundary,observation_scope
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-01|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-01|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-01,2021-09-02,up,wick,1.37379,2021-09-02T07:00:00Z,1.37731,1.37721,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-01|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-01|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-01,2021-09-02,up,wick,1.37613,2021-09-02T13:30:00Z,1.37917,1.37888,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-03|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-03|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-03,2021-09-04,up,close,1.38275,2021-09-04T13:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-06|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-06|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-06,2021-09-07,down,close,1.38474,2021-09-07T07:00:00Z,1.38466,1.38469,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-08|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-08|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-08,2021-09-09,down,wick,1.37788,2021-09-09T07:00:00Z,1.37627,1.37619,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-10|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-10|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-10,2021-09-11,down,close,1.38477,2021-09-11T07:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-14|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-14|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-14,2021-09-15,down,close,1.38440,2021-09-15T07:00:00Z,1.38043,1.38074,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-14|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-14|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-14,2021-09-15,down,close,1.38652,2021-09-15T13:30:00Z,1.38257,1.38254,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-15|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-15|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-15,2021-09-16,up,wick,1.38082,2021-09-16T07:00:00Z,1.38336,1.38329,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-16|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-16|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-16,2021-09-17,down,wick,1.38315,2021-09-17T07:00:00Z,1.37963,1.37983,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-20|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-20|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-20,2021-09-21,down,close,1.37054,2021-09-21T07:00:00Z,1.36692,1.36731,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-20|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-20|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-20,2021-09-21,down,close,1.36895,2021-09-21T13:30:00Z,1.36767,1.36813,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-21|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-21|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-21,2021-09-22,down,wick,1.36692,2021-09-22T07:00:00Z,1.36494,1.36486,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-21|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-21|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-21,2021-09-22,down,close,1.36760,2021-09-22T13:30:00Z,1.36417,1.36462,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-22|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-22|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-22,2021-09-23,down,close,1.36374,2021-09-23T13:30:00Z,1.36679,1.36808,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-23|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-23|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-23,2021-09-24,up,close,1.36850,2021-09-24T13:30:00Z,1.37089,1.37019,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-24|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-24|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-24,2021-09-25,down,wick,1.37223,2021-09-25T07:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-24|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-24|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-24,2021-09-25,down,close,1.36936,2021-09-25T13:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-28|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-28|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-28,2021-09-29,down,wick,1.35945,2021-09-29T13:30:00Z,1.35239,1.35133,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-29|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-29|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-29,2021-09-30,down,close,1.35027,2021-09-30T13:30:00Z,1.3441,1.34429,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-04|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-04|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-04,2021-10-05,up,close,1.35428,2021-10-05T07:00:00Z,1.35944,1.35927,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-04|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-04|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-04,2021-10-05,up,close,1.35915,2021-10-05T13:30:00Z,1.3618,1.36248,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-06|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-06|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-06,2021-10-07,down,close,1.36026,2021-10-07T07:00:00Z,1.3583,1.35842,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-06|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-06|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-06,2021-10-07,up,close,1.35732,2021-10-07T13:30:00Z,1.3586,1.35875,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-07|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-07|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-07,2021-10-08,up,wick,1.35866,2021-10-08T07:00:00Z,1.36092,1.36111,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-07|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-07|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-07,2021-10-08,up,close,1.35944,2021-10-08T13:30:00Z,1.36302,1.36266,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-08|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-08|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-08,2021-10-09,down,wick,1.36256,2021-10-09T13:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-12|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_not_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-12|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-12,2021-10-13,down,wick,1.35951,2021-10-13T07:00:00Z,1.36131,1.36148,2,0,0,1,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-13|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-13|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-13,2021-10-14,up,close,1.36167,2021-10-14T07:00:00Z,1.36695,1.36666,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-15|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-15|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-15,2021-10-16,up,wick,1.36875,2021-10-16T07:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-19|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-19|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-19,2021-10-20,up,wick,1.37737,2021-10-20T07:00:00Z,1.38068,1.38092,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-19|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-19|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-19,2021-10-20,down,wick,1.38196,2021-10-20T13:30:00Z,1.37583,1.37625,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-20|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-20|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-20,2021-10-21,up,wick,1.38105,2021-10-21T07:00:00Z,1.38313,1.38186,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-21|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-21|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-21,2021-10-22,down,wick,1.38159,2021-10-22T07:00:00Z,1.37952,1.37981,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-22|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-22|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-22,2021-10-23,down,wick,1.37942,2021-10-23T07:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-25|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-25|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-25,2021-10-26,down,wick,1.37799,2021-10-26T07:00:00Z,1.37648,1.37605,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-28|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-28|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-28,2021-10-29,up,wick,1.37605,2021-10-29T13:30:00Z,1.3788,1.37924,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-29|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-10-29|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-10-29,2021-10-30,down,close,1.37931,2021-10-30T07:00:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-29|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-29|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-29,2021-10-30,down,wick,1.37824,2021-10-30T13:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-02|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-02|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-02,2021-11-03,down,wick,1.36528,2021-11-03T08:00:00Z,1.36298,1.3629,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-03|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-03|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-03,2021-11-04,up,wick,1.36258,2021-11-04T13:30:00Z,1.36219,1.36298,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-04|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-04|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-04,2021-11-05,down,close,1.36533,2021-11-05T08:00:00Z,1.34947,1.34945,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-05|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,missing_next_session_first_30m_data,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-05|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-05,2021-11-06,up,wick,1.34426,2021-11-06T13:30:00Z,,,0,,,,next_same_session_first_30m_relative_to_prior_or
IBORONLYNXT|IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-08|60|IB60|OR30,IB_OR_BREAK_ONLY_BEYOND_OR_NEXT_SESSION_CONTINUATION_OBSERVATION,RELATION_P0,next_session_first_30m_all_closes_beyond_prior_or,IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-08|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-08,2021-11-09,up,close,1.35370,2021-11-09T14:30:00Z,1.35724,1.35624,2,1,1,0,next_same_session_first_30m_relative_to_prior_or
