relation_id,relation_family,relation_level,relation_status,source_ib_object_id,source_or_row_key,symbol,timeframe,session_id,session_timezone,session_local_date,ib_window_minutes,opening_range_window_minutes,ib_start_utc,ib_end_utc,or_bar_time_utc,ib_high,ib_low,ib_range,opening_range_high,opening_range_low,opening_range_width,or_inside_ib,ib_equals_or,ib_width_minus_or_width,ib_width_to_or_width_ratio,or_high_to_ib_high_gap,or_low_to_ib_low_gap,first_break_direction,first_break_mode,width_error_day
IBOR|GBPUSD|M15|london|2021-09-06|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-06|60,OR|GBPUSD|M15|london|2021-09-06|30,GBPUSD,M15,london,Europe/London,2021-09-06,60,30,2021-09-06T07:00:00Z,2021-09-06T08:00:00Z,2021-09-06T07:30:00Z,1.38518,1.38426,0.00092,1.38518,1.38474,0.00044,1,0,0.00048,2.090909090909090909090909091,0.00000,0.00048,down,close,0
IBOR|GBPUSD|M15|new_york|2021-09-06|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-06|60,OR|GBPUSD|M15|new_york|2021-09-06|30,GBPUSD,M15,new_york,America/New_York,2021-09-06,60,30,2021-09-06T13:30:00Z,2021-09-06T14:30:00Z,2021-09-06T14:00:00Z,1.38416,1.38305,0.00111,1.38387,1.38333,0.00054,1,0,0.00057,2.055555555555555555555555556,0.00029,0.00028,none,ambiguous,0
IBOR|GBPUSD|M15|london|2021-09-07|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-07|60,OR|GBPUSD|M15|london|2021-09-07|30,GBPUSD,M15,london,Europe/London,2021-09-07,60,30,2021-09-07T07:00:00Z,2021-09-07T08:00:00Z,2021-09-07T07:30:00Z,1.38525,1.38373,0.00152,1.38478,1.38450,0.00028,1,0,0.00124,5.428571428571428571428571429,0.00047,0.00077,none,ambiguous,0
IBOR|GBPUSD|M15|new_york|2021-09-07|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-07|60,OR|GBPUSD|M15|new_york|2021-09-07|30,GBPUSD,M15,new_york,America/New_York,2021-09-07,60,30,2021-09-07T13:30:00Z,2021-09-07T14:30:00Z,2021-09-07T14:00:00Z,1.37993,1.37838,0.00155,1.37993,1.37859,0.00134,1,0,0.00021,1.156716417910447761194029851,0.00000,0.00021,down,wick,0
IBOR|GBPUSD|M15|london|2021-09-08|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-08|60,OR|GBPUSD|M15|london|2021-09-08|30,GBPUSD,M15,london,Europe/London,2021-09-08,60,30,2021-09-08T07:00:00Z,2021-09-08T08:00:00Z,2021-09-08T07:30:00Z,1.37820,1.37783,0.00037,1.37820,1.37788,0.00032,1,0,0.00005,1.15625,0.00000,0.00005,down,wick,0
IBOR|GBPUSD|M15|new_york|2021-09-08|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-08|60,OR|GBPUSD|M15|new_york|2021-09-08|30,GBPUSD,M15,new_york,America/New_York,2021-09-08,60,30,2021-09-08T13:30:00Z,2021-09-08T14:30:00Z,2021-09-08T14:00:00Z,1.37777,1.37597,0.00180,1.37675,1.37597,0.00078,1,0,0.00102,2.307692307692307692307692308,0.00102,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-09-09|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-09|60,OR|GBPUSD|M15|london|2021-09-09|30,GBPUSD,M15,london,Europe/London,2021-09-09,60,30,2021-09-09T07:00:00Z,2021-09-09T08:00:00Z,2021-09-09T07:30:00Z,1.37648,1.37529,0.00119,1.37648,1.37587,0.00061,1,0,0.00058,1.950819672131147540983606557,0.00000,0.00058,down,close,0
IBOR|GBPUSD|M15|new_york|2021-09-09|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-09|60,OR|GBPUSD|M15|new_york|2021-09-09|30,GBPUSD,M15,new_york,America/New_York,2021-09-09,60,30,2021-09-09T13:30:00Z,2021-09-09T14:30:00Z,2021-09-09T14:00:00Z,1.38164,1.38088,0.00076,1.38164,1.38094,0.00070,1,0,0.00006,1.085714285714285714285714286,0.00000,0.00006,down,wick,0
IBOR|GBPUSD|M15|london|2021-09-10|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-10|60,OR|GBPUSD|M15|london|2021-09-10|30,GBPUSD,M15,london,Europe/London,2021-09-10,60,30,2021-09-10T07:00:00Z,2021-09-10T08:00:00Z,2021-09-10T07:30:00Z,1.38511,1.38471,0.00040,1.38511,1.38477,0.00034,1,0,0.00006,1.176470588235294117647058824,0.00000,0.00006,down,close,0
IBOR|GBPUSD|M15|new_york|2021-09-10|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-10|60,OR|GBPUSD|M15|new_york|2021-09-10|30,GBPUSD,M15,new_york,America/New_York,2021-09-10,60,30,2021-09-10T13:30:00Z,2021-09-10T14:30:00Z,2021-09-10T14:00:00Z,1.38819,1.38633,0.00186,1.38738,1.38633,0.00105,1,0,0.00081,1.771428571428571428571428571,0.00081,0.00000,up,wick,0
IBOR|GBPUSD|M15|london|2021-09-13|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-13|60,OR|GBPUSD|M15|london|2021-09-13|30,GBPUSD,M15,london,Europe/London,2021-09-13,60,30,2021-09-13T07:00:00Z,2021-09-13T08:00:00Z,2021-09-13T07:30:00Z,1.38401,1.38211,0.00190,1.38401,1.38334,0.00067,1,0,0.00123,2.835820895522388059701492537,0.00000,0.00123,down,close,0
IBOR|GBPUSD|M15|new_york|2021-09-13|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-13|60,OR|GBPUSD|M15|new_york|2021-09-13|30,GBPUSD,M15,new_york,America/New_York,2021-09-13,60,30,2021-09-13T13:30:00Z,2021-09-13T14:30:00Z,2021-09-13T14:00:00Z,1.38301,1.38160,0.00141,1.38301,1.38245,0.00056,1,0,0.00085,2.517857142857142857142857143,0.00000,0.00085,down,close,0
IBOR|GBPUSD|M15|london|2021-09-14|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-14|60,OR|GBPUSD|M15|london|2021-09-14|30,GBPUSD,M15,london,Europe/London,2021-09-14,60,30,2021-09-14T07:00:00Z,2021-09-14T08:00:00Z,2021-09-14T07:30:00Z,1.38478,1.38382,0.00096,1.38478,1.38440,0.00038,1,0,0.00058,2.526315789473684210526315789,0.00000,0.00058,down,close,0
IBOR|GBPUSD|M15|new_york|2021-09-14|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-14|60,OR|GBPUSD|M15|new_york|2021-09-14|30,GBPUSD,M15,new_york,America/New_York,2021-09-14,60,30,2021-09-14T13:30:00Z,2021-09-14T14:30:00Z,2021-09-14T14:00:00Z,1.38727,1.38567,0.00160,1.38727,1.38652,0.00075,1,0,0.00085,2.133333333333333333333333333,0.00000,0.00085,down,close,0
IBOR|GBPUSD|M15|london|2021-09-15|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-15|60,OR|GBPUSD|M15|london|2021-09-15|30,GBPUSD,M15,london,Europe/London,2021-09-15,60,30,2021-09-15T07:00:00Z,2021-09-15T08:00:00Z,2021-09-15T07:30:00Z,1.38083,1.38036,0.00047,1.38082,1.38036,0.00046,1,0,0.00001,1.021739130434782608695652174,0.00001,0.00000,up,wick,0
IBOR|GBPUSD|M15|new_york|2021-09-15|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-15|60,OR|GBPUSD|M15|new_york|2021-09-15|30,GBPUSD,M15,new_york,America/New_York,2021-09-15,60,30,2021-09-15T13:30:00Z,2021-09-15T14:30:00Z,2021-09-15T14:00:00Z,1.38285,1.38143,0.00142,1.38285,1.38238,0.00047,1,0,0.00095,3.021276595744680851063829787,0.00000,0.00095,down,close,0
IBOR|GBPUSD|M15|london|2021-09-16|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-16|60,OR|GBPUSD|M15|london|2021-09-16|30,GBPUSD,M15,london,Europe/London,2021-09-16,60,30,2021-09-16T07:00:00Z,2021-09-16T08:00:00Z,2021-09-16T07:30:00Z,1.38347,1.38314,0.00033,1.38346,1.38315,0.00031,1,0,0.00002,1.064516129032258064516129032,0.00001,0.00001,down,wick,0
IBOR|GBPUSD|M15|new_york|2021-09-16|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-16|60,OR|GBPUSD|M15|new_york|2021-09-16|30,GBPUSD,M15,new_york,America/New_York,2021-09-16,60,30,2021-09-16T13:30:00Z,2021-09-16T14:30:00Z,2021-09-16T14:00:00Z,1.38301,1.38158,0.00143,1.38258,1.38158,0.00100,1,0,0.00043,1.43,0.00043,0.00000,up,wick,0
IBOR|GBPUSD|M15|london|2021-09-17|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-17|60,OR|GBPUSD|M15|london|2021-09-17|30,GBPUSD,M15,london,Europe/London,2021-09-17,60,30,2021-09-17T07:00:00Z,2021-09-17T08:00:00Z,2021-09-17T07:30:00Z,1.38065,1.37958,0.00107,1.38022,1.37958,0.00064,1,0,0.00043,1.671875,0.00043,0.00000,up,close,0
IBOR|GBPUSD|M15|new_york|2021-09-17|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-17|60,OR|GBPUSD|M15|new_york|2021-09-17|30,GBPUSD,M15,new_york,America/New_York,2021-09-17,60,30,2021-09-17T13:30:00Z,2021-09-17T14:30:00Z,2021-09-17T14:00:00Z,1.37954,1.37840,0.00114,1.37954,1.37840,0.00114,1,1,0.00000,1,0.00000,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-09-20|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-20|60,OR|GBPUSD|M15|london|2021-09-20|30,GBPUSD,M15,london,Europe/London,2021-09-20,60,30,2021-09-20T07:00:00Z,2021-09-20T08:00:00Z,2021-09-20T07:30:00Z,1.37098,1.37027,0.00071,1.37098,1.37054,0.00044,1,0,0.00027,1.613636363636363636363636364,0.00000,0.00027,down,close,0
IBOR|GBPUSD|M15|new_york|2021-09-20|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-20|60,OR|GBPUSD|M15|new_york|2021-09-20|30,GBPUSD,M15,new_york,America/New_York,2021-09-20,60,30,2021-09-20T13:30:00Z,2021-09-20T14:30:00Z,2021-09-20T14:00:00Z,1.36981,1.36775,0.00206,1.36981,1.36895,0.00086,1,0,0.00120,2.395348837209302325581395349,0.00000,0.00120,down,close,0
IBOR|GBPUSD|M15|london|2021-09-21|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-21|60,OR|GBPUSD|M15|london|2021-09-21|30,GBPUSD,M15,london,Europe/London,2021-09-21,60,30,2021-09-21T07:00:00Z,2021-09-21T08:00:00Z,2021-09-21T07:30:00Z,1.36742,1.36682,0.00060,1.36733,1.36692,0.00041,1,0,0.00019,1.463414634146341463414634146,0.00009,0.00010,down,wick,0
IBOR|GBPUSD|M15|new_york|2021-09-21|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-21|60,OR|GBPUSD|M15|new_york|2021-09-21|30,GBPUSD,M15,new_york,America/New_York,2021-09-21,60,30,2021-09-21T13:30:00Z,2021-09-21T14:30:00Z,2021-09-21T14:00:00Z,1.36874,1.36737,0.00137,1.36874,1.36760,0.00114,1,0,0.00023,1.201754385964912280701754386,0.00000,0.00023,down,close,0
IBOR|GBPUSD|M15|london|2021-09-22|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-22|60,OR|GBPUSD|M15|london|2021-09-22|30,GBPUSD,M15,london,Europe/London,2021-09-22,60,30,2021-09-22T07:00:00Z,2021-09-22T08:00:00Z,2021-09-22T07:30:00Z,1.36533,1.36464,0.00069,1.36495,1.36464,0.00031,1,0,0.00038,2.225806451612903225806451613,0.00038,0.00000,up,close,0
IBOR|GBPUSD|M15|new_york|2021-09-22|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-22|60,OR|GBPUSD|M15|new_york|2021-09-22|30,GBPUSD,M15,new_york,America/New_York,2021-09-22,60,30,2021-09-22T13:30:00Z,2021-09-22T14:30:00Z,2021-09-22T14:00:00Z,1.36496,1.36336,0.00160,1.36496,1.36374,0.00122,1,0,0.00038,1.311475409836065573770491803,0.00000,0.00038,down,close,0
IBOR|GBPUSD|M15|london|2021-09-23|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-23|60,OR|GBPUSD|M15|london|2021-09-23|30,GBPUSD,M15,london,Europe/London,2021-09-23,60,30,2021-09-23T07:00:00Z,2021-09-23T08:00:00Z,2021-09-23T07:30:00Z,1.36457,1.36363,0.00094,1.36426,1.36375,0.00051,1,0,0.00043,1.843137254901960784313725490,0.00031,0.00012,down,close,0
IBOR|GBPUSD|M15|new_york|2021-09-23|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-23|60,OR|GBPUSD|M15|new_york|2021-09-23|30,GBPUSD,M15,new_york,America/New_York,2021-09-23,60,30,2021-09-23T13:30:00Z,2021-09-23T14:30:00Z,2021-09-23T14:00:00Z,1.37078,1.36656,0.00422,1.36850,1.36656,0.00194,1,0,0.00228,2.175257731958762886597938144,0.00228,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-09-24|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-24|60,OR|GBPUSD|M15|london|2021-09-24|30,GBPUSD,M15,london,Europe/London,2021-09-24,60,30,2021-09-24T07:00:00Z,2021-09-24T08:00:00Z,2021-09-24T07:30:00Z,1.37267,1.37202,0.00065,1.37267,1.37223,0.00044,1,0,0.00021,1.477272727272727272727272727,0.00000,0.00021,down,wick,0
IBOR|GBPUSD|M15|new_york|2021-09-24|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-24|60,OR|GBPUSD|M15|new_york|2021-09-24|30,GBPUSD,M15,new_york,America/New_York,2021-09-24,60,30,2021-09-24T13:30:00Z,2021-09-24T14:30:00Z,2021-09-24T14:00:00Z,1.37089,1.36789,0.00300,1.37089,1.36936,0.00153,1,0,0.00147,1.960784313725490196078431373,0.00000,0.00147,down,close,0
IBOR|GBPUSD|M15|london|2021-09-27|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-27|60,OR|GBPUSD|M15|london|2021-09-27|30,GBPUSD,M15,london,Europe/London,2021-09-27,60,30,2021-09-27T07:00:00Z,2021-09-27T08:00:00Z,2021-09-27T07:30:00Z,1.36775,1.36724,0.00051,1.36775,1.36724,0.00051,1,1,0.00000,1,0.00000,0.00000,up,close,0
IBOR|GBPUSD|M15|new_york|2021-09-27|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-27|60,OR|GBPUSD|M15|new_york|2021-09-27|30,GBPUSD,M15,new_york,America/New_York,2021-09-27,60,30,2021-09-27T13:30:00Z,2021-09-27T14:30:00Z,2021-09-27T14:00:00Z,1.37130,1.36941,0.00189,1.37058,1.36941,0.00117,1,0,0.00072,1.615384615384615384615384615,0.00072,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-09-28|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-28|60,OR|GBPUSD|M15|london|2021-09-28|30,GBPUSD,M15,london,Europe/London,2021-09-28,60,30,2021-09-28T07:00:00Z,2021-09-28T08:00:00Z,2021-09-28T07:30:00Z,1.37137,1.37023,0.00114,1.37070,1.37023,0.00047,1,0,0.00067,2.425531914893617021276595745,0.00067,0.00000,up,close,0
IBOR|GBPUSD|M15|new_york|2021-09-28|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-28|60,OR|GBPUSD|M15|new_york|2021-09-28|30,GBPUSD,M15,new_york,America/New_York,2021-09-28,60,30,2021-09-28T13:30:00Z,2021-09-28T14:30:00Z,2021-09-28T14:00:00Z,1.36261,1.35932,0.00329,1.36261,1.35945,0.00316,1,0,0.00013,1.041139240506329113924050633,0.00000,0.00013,down,wick,0
IBOR|GBPUSD|M15|london|2021-09-29|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-29|60,OR|GBPUSD|M15|london|2021-09-29|30,GBPUSD,M15,london,Europe/London,2021-09-29,60,30,2021-09-29T07:00:00Z,2021-09-29T08:00:00Z,2021-09-29T07:30:00Z,1.35486,1.35423,0.00063,1.35473,1.35423,0.00050,1,0,0.00013,1.26,0.00013,0.00000,up,wick,0
IBOR|GBPUSD|M15|new_york|2021-09-29|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-29|60,OR|GBPUSD|M15|new_york|2021-09-29|30,GBPUSD,M15,new_york,America/New_York,2021-09-29,60,30,2021-09-29T13:30:00Z,2021-09-29T14:30:00Z,2021-09-29T14:00:00Z,1.35245,1.34728,0.00517,1.35245,1.35027,0.00218,1,0,0.00299,2.371559633027522935779816514,0.00000,0.00299,down,close,0
IBOR|GBPUSD|M15|london|2021-09-30|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-09-30|60,OR|GBPUSD|M15|london|2021-09-30|30,GBPUSD,M15,london,Europe/London,2021-09-30,60,30,2021-09-30T07:00:00Z,2021-09-30T08:00:00Z,2021-09-30T07:30:00Z,1.34589,1.34463,0.00126,1.34589,1.34502,0.00087,1,0,0.00039,1.448275862068965517241379310,0.00000,0.00039,down,close,0
IBOR|GBPUSD|M15|new_york|2021-09-30|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-09-30|60,OR|GBPUSD|M15|new_york|2021-09-30|30,GBPUSD,M15,new_york,America/New_York,2021-09-30,60,30,2021-09-30T13:30:00Z,2021-09-30T14:30:00Z,2021-09-30T14:00:00Z,1.34490,1.34316,0.00174,1.34490,1.34316,0.00174,1,1,0.00000,1,0.00000,0.00000,up,wick,0
IBOR|GBPUSD|M15|london|2021-10-01|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-10-01|60,OR|GBPUSD|M15|london|2021-10-01|30,GBPUSD,M15,london,Europe/London,2021-10-01,60,30,2021-10-01T07:00:00Z,2021-10-01T08:00:00Z,2021-10-01T07:30:00Z,1.34597,1.34503,0.00094,1.34586,1.34536,0.00050,1,0,0.00044,1.88,0.00011,0.00033,down,wick,0
IBOR|GBPUSD|M15|new_york|2021-10-01|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-10-01|60,OR|GBPUSD|M15|new_york|2021-10-01|30,GBPUSD,M15,new_york,America/New_York,2021-10-01,60,30,2021-10-01T13:30:00Z,2021-10-01T14:30:00Z,2021-10-01T14:00:00Z,1.35381,1.35094,0.00287,1.35248,1.35097,0.00151,1,0,0.00136,1.900662251655629139072847682,0.00133,0.00003,none,ambiguous,0
IBOR|GBPUSD|M15|london|2021-10-04|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-10-04|60,OR|GBPUSD|M15|london|2021-10-04|30,GBPUSD,M15,london,Europe/London,2021-10-04,60,30,2021-10-04T07:00:00Z,2021-10-04T08:00:00Z,2021-10-04T07:30:00Z,1.35480,1.35332,0.00148,1.35428,1.35332,0.00096,1,0,0.00052,1.541666666666666666666666667,0.00052,0.00000,up,close,0
IBOR|GBPUSD|M15|new_york|2021-10-04|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-10-04|60,OR|GBPUSD|M15|new_york|2021-10-04|30,GBPUSD,M15,new_york,America/New_York,2021-10-04,60,30,2021-10-04T13:30:00Z,2021-10-04T14:30:00Z,2021-10-04T14:00:00Z,1.35980,1.35737,0.00243,1.35915,1.35737,0.00178,1,0,0.00065,1.365168539325842696629213483,0.00065,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-10-05|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-10-05|60,OR|GBPUSD|M15|london|2021-10-05|30,GBPUSD,M15,london,Europe/London,2021-10-05,60,30,2021-10-05T07:00:00Z,2021-10-05T08:00:00Z,2021-10-05T07:30:00Z,1.35949,1.35857,0.00092,1.35949,1.35897,0.00052,1,0,0.00040,1.769230769230769230769230769,0.00000,0.00040,down,close,0
IBOR|GBPUSD|M15|new_york|2021-10-05|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-10-05|60,OR|GBPUSD|M15|new_york|2021-10-05|30,GBPUSD,M15,new_york,America/New_York,2021-10-05,60,30,2021-10-05T13:30:00Z,2021-10-05T14:30:00Z,2021-10-05T14:00:00Z,1.36420,1.36180,0.00240,1.36283,1.36180,0.00103,1,0,0.00137,2.330097087378640776699029126,0.00137,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-10-06|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-10-06|60,OR|GBPUSD|M15|london|2021-10-06|30,GBPUSD,M15,london,Europe/London,2021-10-06,60,30,2021-10-06T07:00:00Z,2021-10-06T08:00:00Z,2021-10-06T07:30:00Z,1.36138,1.35987,0.00151,1.36138,1.36026,0.00112,1,0,0.00039,1.348214285714285714285714286,0.00000,0.00039,down,close,0
IBOR|GBPUSD|M15|new_york|2021-10-06|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-10-06|60,OR|GBPUSD|M15|new_york|2021-10-06|30,GBPUSD,M15,new_york,America/New_York,2021-10-06,60,30,2021-10-06T13:30:00Z,2021-10-06T14:30:00Z,2021-10-06T14:00:00Z,1.35778,1.35594,0.00184,1.35732,1.35594,0.00138,1,0,0.00046,1.333333333333333333333333333,0.00046,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-10-07|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-10-07|60,OR|GBPUSD|M15|london|2021-10-07|30,GBPUSD,M15,london,Europe/London,2021-10-07,60,30,2021-10-07T07:00:00Z,2021-10-07T08:00:00Z,2021-10-07T07:30:00Z,1.35872,1.35808,0.00064,1.35866,1.35826,0.00040,1,0,0.00024,1.6,0.00006,0.00018,up,wick,0
IBOR|GBPUSD|M15|new_york|2021-10-07|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-10-07|60,OR|GBPUSD|M15|new_york|2021-10-07|30,GBPUSD,M15,new_york,America/New_York,2021-10-07,60,30,2021-10-07T13:30:00Z,2021-10-07T14:30:00Z,2021-10-07T14:00:00Z,1.36166,1.35846,0.00320,1.35944,1.35846,0.00098,1,0,0.00222,3.265306122448979591836734694,0.00222,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-10-08|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-10-08|60,OR|GBPUSD|M15|london|2021-10-08|30,GBPUSD,M15,london,Europe/London,2021-10-08,60,30,2021-10-08T07:00:00Z,2021-10-08T08:00:00Z,2021-10-08T07:30:00Z,1.36123,1.36013,0.00110,1.36123,1.36082,0.00041,1,0,0.00069,2.682926829268292682926829268,0.00000,0.00069,down,wick,0
IBOR|GBPUSD|M15|new_york|2021-10-08|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-10-08|60,OR|GBPUSD|M15|new_york|2021-10-08|30,GBPUSD,M15,new_york,America/New_York,2021-10-08,60,30,2021-10-08T13:30:00Z,2021-10-08T14:30:00Z,2021-10-08T14:00:00Z,1.36326,1.36235,0.00091,1.36326,1.36256,0.00070,1,0,0.00021,1.3,0.00000,0.00021,down,wick,0
IBOR|GBPUSD|M15|london|2021-10-11|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-10-11|60,OR|GBPUSD|M15|london|2021-10-11|30,GBPUSD,M15,london,Europe/London,2021-10-11,60,30,2021-10-11T07:00:00Z,2021-10-11T08:00:00Z,2021-10-11T07:30:00Z,1.36404,1.36335,0.00069,1.36362,1.36335,0.00027,1,0,0.00042,2.555555555555555555555555556,0.00042,0.00000,up,wick,0
IBOR|GBPUSD|M15|new_york|2021-10-11|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-10-11|60,OR|GBPUSD|M15|new_york|2021-10-11|30,GBPUSD,M15,new_york,America/New_York,2021-10-11,60,30,2021-10-11T13:30:00Z,2021-10-11T14:30:00Z,2021-10-11T14:00:00Z,1.36344,1.36188,0.00156,1.36324,1.36188,0.00136,1,0,0.00020,1.147058823529411764705882353,0.00020,0.00000,up,wick,0
IBOR|GBPUSD|M15|london|2021-10-12|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-10-12|60,OR|GBPUSD|M15|london|2021-10-12|30,GBPUSD,M15,london,Europe/London,2021-10-12,60,30,2021-10-12T07:00:00Z,2021-10-12T08:00:00Z,2021-10-12T07:30:00Z,1.35987,1.35945,0.00042,1.35987,1.35951,0.00036,1,0,0.00006,1.166666666666666666666666667,0.00000,0.00006,down,wick,0
