paper_id	root_type	src_rel_under_root	source_path_before	suggested_dest_path	repo_staging_path_after	outside_refs_basename	outside_refs_fullpath	outside_files_sample_basename	outside_files_sample_fullpath	move_gate
S-021	BOOKDIR	量化选股 40份\事件驱动策略系列\事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\事件驱动策略系列\事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	0	0			MANUAL_CONFIRM_ONLY
S-022	BOOKDIR	量化选股 40份\事件驱动策略系列\事件驱动策略之七——高送转行情下的事件性投资机会.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之七——高送转行情下的事件性投资机会.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\事件驱动策略系列\事件驱动策略之七——高送转行情下的事件性投资机会.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之七——高送转行情下的事件性投资机会.pdf	0	0			MANUAL_CONFIRM_ONLY
S-023	BOOKDIR	量化选股 40份\事件驱动策略系列\事件驱动策略之九——股权激励续篇.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之九——股权激励续篇.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\事件驱动策略系列\事件驱动策略之九——股权激励续篇.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之九——股权激励续篇.pdf	0	0			MANUAL_CONFIRM_ONLY
S-024	BOOKDIR	量化选股 40份\事件驱动策略系列\事件驱动策略之十一——事件驱动组合止损机制设计.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之十一——事件驱动组合止损机制设计.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\事件驱动策略系列\事件驱动策略之十一——事件驱动组合止损机制设计.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之十一——事件驱动组合止损机制设计.pdf	0	0			MANUAL_CONFIRM_ONLY
S-025	BOOKDIR	量化选股 40份\事件驱动策略系列\事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\事件驱动策略系列\事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析.pdf	0	0			MANUAL_CONFIRM_ONLY
S-026	BOOKDIR	量化选股 40份\事件驱动策略系列\事件驱动策略之十三——定增事件投资——甄别市场，把握买点.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之十三——定增事件投资——甄别市场，把握买点.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\事件驱动策略系列\事件驱动策略之十三——定增事件投资——甄别市场，把握买点.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之十三——定增事件投资——甄别市场，把握买点.pdf	0	0			MANUAL_CONFIRM_ONLY
S-027	BOOKDIR	量化选股 40份\选股因子研究系列\现金流量市值比因子的极值效应.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\现金流量市值比因子的极值效应.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\选股因子研究系列\现金流量市值比因子的极值效应.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\选股因子研究系列\现金流量市值比因子的极值效应.pdf	0	0			MANUAL_CONFIRM_ONLY
S-028	BOOKDIR	量化选股 40份\多因子选股模型\相关性选股策略——全市场选股方法改进.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——全市场选股方法改进.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\多因子选股模型\相关性选股策略——全市场选股方法改进.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——全市场选股方法改进.pdf	0	0			MANUAL_CONFIRM_ONLY
S-029	BOOKDIR	量化选股 40份\多因子选股模型\相关性选股策略——在房地产行业上的实证.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在房地产行业上的实证.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\多因子选股模型\相关性选股策略——在房地产行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在房地产行业上的实证.pdf	0	0			MANUAL_CONFIRM_ONLY
S-030	BOOKDIR	量化选股 40份\多因子选股模型\相关性选股策略——在纺织服装行业上的实证.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在纺织服装行业上的实证.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\多因子选股模型\相关性选股策略——在纺织服装行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在纺织服装行业上的实证.pdf	0	0			MANUAL_CONFIRM_ONLY
S-031	BOOKDIR	量化选股 40份\多因子选股模型\相关性选股策略——在公用事业行业上的实证以及选股因子权重的再讨论.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在公用事业行业上的实证以及选股因子权重的再讨论.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\多因子选股模型\相关性选股策略——在公用事业行业上的实证以及选股因子权重的再讨论.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在公用事业行业上的实证以及选股因子权重的再讨论.pdf	0	0			MANUAL_CONFIRM_ONLY
S-032	BOOKDIR	量化选股 40份\多因子选股模型\相关性选股策略——在化学工业行业上的实证.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在化学工业行业上的实证.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\多因子选股模型\相关性选股策略——在化学工业行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在化学工业行业上的实证.pdf	0	0			MANUAL_CONFIRM_ONLY
S-033	BOOKDIR	量化选股 40份\多因子选股模型\相关性选股策略——在有色金属行业上的实证.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在有色金属行业上的实证.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\多因子选股模型\相关性选股策略——在有色金属行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在有色金属行业上的实证.pdf	0	0			MANUAL_CONFIRM_ONLY
S-034	BOOKDIR	量化选股 40份\选股因子研究系列\行业内股票业绩弹性分析——在钢铁行业上的实证.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\行业内股票业绩弹性分析——在钢铁行业上的实证.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\选股因子研究系列\行业内股票业绩弹性分析——在钢铁行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\选股因子研究系列\行业内股票业绩弹性分析——在钢铁行业上的实证.pdf	0	0			MANUAL_CONFIRM_ONLY
S-035	BOOKDIR	量化选股 40份\成长股选股模型\行业内选股策略——钢铁行业.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\成长股选股模型\行业内选股策略——钢铁行业.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\成长股选股模型\行业内选股策略——钢铁行业.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\成长股选股模型\行业内选股策略——钢铁行业.pdf	0	0			MANUAL_CONFIRM_ONLY
S-036	BOOKDIR	量化选股 40份\成长股选股模型\行业内选股策略——有色金属行业.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\成长股选股模型\行业内选股策略——有色金属行业.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化选股 40份\成长股选股模型\行业内选股策略——有色金属行业.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\成长股选股模型\行业内选股策略——有色金属行业.pdf	0	0			MANUAL_CONFIRM_ONLY
T-001	BOOKDIR	量化择时 3份\度量市场“恐惧与贪婪”的量化择时指标.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化择时 3份\度量市场“恐惧与贪婪”的量化择时指标.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化择时 3份\度量市场“恐惧与贪婪”的量化择时指标.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化择时 3份\度量市场“恐惧与贪婪”的量化择时指标.pdf	0	0			MANUAL_CONFIRM_ONLY
T-002	BOOKDIR	量化择时 3份\通过产业资本增减持数据构建的量化择时指标.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化择时 3份\通过产业资本增减持数据构建的量化择时指标.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化择时 3份\通过产业资本增减持数据构建的量化择时指标.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化择时 3份\通过产业资本增减持数据构建的量化择时指标.pdf	0	0			MANUAL_CONFIRM_ONLY
T-003	BOOKDIR	量化择时 3份\量化择时——度量市场“恐惧与贪婪”的量化择时指标.pdf	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化择时 3份\量化择时——度量市场“恐惧与贪婪”的量化择时指标.pdf	D:\Stock\cut_file\__GROUP_08_sorted\BOOKDIR\量化择时 3份\量化择时——度量市场“恐惧与贪婪”的量化择时指标.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化择时 3份\量化择时——度量市场“恐惧与贪婪”的量化择时指标.pdf	0	0			MANUAL_CONFIRM_ONLY
