paper_id	delete_prereq	action_recommendation	source_path_before	repo_staging_path_after	outside_refs_basename	outside_refs_fullpath	outside_files_sample_basename	outside_files_sample_fullpath
S-028	check_repo_refs_then_move_not_delete	MOVE_READY_NOT_DELETE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——全市场选股方法改进.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——全市场选股方法改进.pdf	0	0		
S-029	check_repo_refs_then_move_not_delete	MOVE_READY_NOT_DELETE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在房地产行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在房地产行业上的实证.pdf	0	0		
S-030	check_repo_refs_then_move_not_delete	MOVE_READY_NOT_DELETE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在纺织服装行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在纺织服装行业上的实证.pdf	0	0		
S-031	check_repo_refs_then_move_not_delete	MOVE_READY_NOT_DELETE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在公用事业行业上的实证以及选股因子权重的再讨论.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在公用事业行业上的实证以及选股因子权重的再讨论.pdf	0	0		
S-032	check_repo_refs_then_move_not_delete	MOVE_READY_NOT_DELETE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在化学工业行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在化学工业行业上的实证.pdf	0	0		
S-033	check_repo_refs_then_move_not_delete	MOVE_READY_NOT_DELETE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在有色金属行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在有色金属行业上的实证.pdf	0	0		
S-034	check_repo_refs_then_move_not_delete	MOVE_READY_NOT_DELETE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\行业内股票业绩弹性分析——在钢铁行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\选股因子研究系列\行业内股票业绩弹性分析——在钢铁行业上的实证.pdf	0	0		
S-035	check_repo_refs_then_move_not_delete	MOVE_READY_NOT_DELETE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\成长股选股模型\行业内选股策略——钢铁行业.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\成长股选股模型\行业内选股策略——钢铁行业.pdf	0	0		
S-036	check_repo_refs_then_move_not_delete	MOVE_READY_NOT_DELETE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\成长股选股模型\行业内选股策略——有色金属行业.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\成长股选股模型\行业内选股策略——有色金属行业.pdf	0	0		
S-037	check_repo_refs_then_delete_external_subset	DELETE_EXTERNAL_SUBSET_CANDIDATE	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究1：弱者终有逆袭日,强势几无持续时：A股市场的动量反转效应研究.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_series\04_多因子\海通选股因子系列研究1：弱者终有逆袭日,强势几无持续时：A股市场的动量反转效应研究.pdf	3	1	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\tools\group08_batch2_series_copy.py | 12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\tools\group08_batch4_topic_anchor.py | 12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\S_BUCKET_INDEX__2026-06-17.tsv	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\S_BUCKET_INDEX__2026-06-17.tsv
S-038	check_repo_refs_then_delete_external_subset	DELETE_EXTERNAL_SUBSET_CANDIDATE	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究2：因子模型的尾部相关性研究.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_series\04_多因子\海通选股因子系列研究2：因子模型的尾部相关性研究.pdf	3	1	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\tools\group08_batch2_series_copy.py | 12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\tools\group08_batch3_topic_copy.py | 12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\S_BUCKET_INDEX__2026-06-17.tsv	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\S_BUCKET_INDEX__2026-06-17.tsv
S-039	check_repo_refs_then_delete_external_subset	DELETE_EXTERNAL_SUBSET_CANDIDATE	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究3：从Spearman相关系数出发研究因子有效性，Kalman+Filter模型在因子选择中的应用.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_series\04_多因子\海通选股因子系列研究3：从Spearman相关系数出发研究因子有效性，Kalman+Filter模型在因子选择中的应用.pdf	2	1	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\tools\group08_batch2_series_copy.py | 12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\S_BUCKET_INDEX__2026-06-17.tsv	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\S_BUCKET_INDEX__2026-06-17.tsv
S-040	check_repo_refs_then_delete_external_subset	DELETE_EXTERNAL_SUBSET_CANDIDATE	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究4：多因子选股模型的有效与失效.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_series\04_多因子\海通选股因子系列研究4：多因子选股模型的有效与失效.pdf	2	1	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\tools\group08_batch2_series_copy.py | 12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\S_BUCKET_INDEX__2026-06-17.tsv	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\S_BUCKET_INDEX__2026-06-17.tsv
S-041	check_repo_refs_then_delete_external_subset	DELETE_EXTERNAL_SUBSET_CANDIDATE	D:\Stock\cut_file\S\03_券商研报\04_多因子\海通选股因子系列研究5：寻找股价驱动新因子净换手率.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_series\04_多因子\海通选股因子系列研究5：寻找股价驱动新因子净换手率.pdf	2	1	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\tools\group08_batch2_series_copy.py | 12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\S_BUCKET_INDEX__2026-06-17.tsv	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\S_BUCKET_INDEX__2026-06-17.tsv
T-001	check_repo_refs_then_move_not_delete	MOVE_READY_NOT_DELETE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化择时 3份\度量市场“恐惧与贪婪”的量化择时指标.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化择时 3份\度量市场“恐惧与贪婪”的量化择时指标.pdf	0	0		
T-002	check_repo_refs_then_move_not_delete	MOVE_READY_NOT_DELETE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化择时 3份\通过产业资本增减持数据构建的量化择时指标.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化择时 3份\通过产业资本增减持数据构建的量化择时指标.pdf	0	0		
T-003	check_repo_refs_then_move_not_delete	MOVE_READY_NOT_DELETE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化择时 3份\量化择时——度量市场“恐惧与贪婪”的量化择时指标.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化择时 3份\量化择时——度量市场“恐惧与贪婪”的量化择时指标.pdf	0	0		
