symbol	timeframe	bar_date	fractal_type	bi_direction	zs_state	zs_zg	zs_zd	divergence_flag	bsd_type	stop_logic	note	source_mode	bi_start_date	bi_end_date	bi_start_price	bi_end_price	fractal_price
601991.SH	1d	2025-07-30	top	up	active	3.4003	3.2937	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-07-29	2025-07-30	3.2550	3.4197	3.4197
601991.SH	1d	2025-08-04	bottom	down	active	3.4003	3.2550	false	NONE		auto_structure_series_v1	auto_series	2025-07-30	2025-08-04	3.4197	3.2356	3.2356
601991.SH	1d	2025-09-09	top	up	active	3.4197	3.2550	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-08-04	2025-09-09	3.2356	3.7067	3.7067
601991.SH	1d	2025-09-22	bottom	down	active	3.4197	3.3124	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-09-09	2025-09-22	3.7067	3.3124	3.3124
601991.SH	1d	2025-09-23	top	up	active	3.4209	3.3124	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-09-22	2025-09-23	3.3124	3.4209	3.4209
601991.SH	1d	2025-10-13	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-09-23	2025-10-13	3.4209	3.4504	3.4504
601991.SH	1d	2025-10-22	top	up	inactive			false	NONE		auto_structure_series_v1	auto_series	2025-10-13	2025-10-22	3.4504	3.6772	3.6772
601991.SH	1d	2025-10-29	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-10-22	2025-10-29	3.6772	3.5589	3.5589
601991.SH	1d	2025-10-30	top	up	active	3.6772	3.5589	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-10-29	2025-10-30	3.5589	3.8053	3.8053
601991.SH	1d	2025-11-03	bottom	down	active	3.6772	3.5589	false	NONE		auto_structure_series_v1	auto_series	2025-10-30	2025-11-03	3.8053	3.5490	3.5490
601991.SH	1d	2025-11-10	top	up	active	3.8053	3.5589	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-11-03	2025-11-10	3.5490	3.8743	3.8743
601991.SH	1d	2025-12-08	bottom	down	active	3.8053	3.5490	false	NONE		auto_structure_series_v1	auto_series	2025-11-10	2025-12-08	3.8743	3.4307	3.4307
601991.SH	1d	2025-12-15	top	up	active	3.6000	3.5490	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-12-08	2025-12-15	3.4307	3.6000	3.6000
601991.SH	1d	2025-12-17	bottom	down	active	3.6000	3.4500	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-12-15	2025-12-17	3.6000	3.4500	3.4500
601991.SH	1d	2026-01-13	top	up	active	3.6000	3.4500	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-12-17	2026-01-13	3.4500	3.7500	3.7500
601991.SH	1d	2026-01-23	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2026-01-13	2026-01-23	3.7500	3.8700	3.8700
601991.SH	1d	2026-01-26	top	up	inactive			false	NONE		auto_structure_series_v1	auto_series	2026-01-23	2026-01-26	3.8700	4.0000	4.0000
601991.SH	1d	2026-01-30	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2026-01-26	2026-01-30	4.0000	3.7100	3.7100
601991.SH	1d	2026-02-02	top	up	active	3.9300	3.8700	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2026-01-30	2026-02-02	3.7100	3.9300	3.9300
601991.SH	1d	2026-03-04	bottom	down	active	3.9300	3.9200	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2026-02-02	2026-03-04	3.9300	3.9200	3.9200
601991.SH	1d	2026-03-13	top	up	active	3.9300	3.9200	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2026-03-04	2026-03-13	3.9200	4.9900	4.9900
601991.SH	1d	2026-03-23	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2026-03-13	2026-03-23	4.9900	4.0000	4.0000
601991.SH	1d	2026-04-23	top	up	active	4.2200	4.0000	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2026-03-23	2026-04-23	4.0000	4.2200	4.2200
601991.SH	1d	2026-04-28	bottom	down	active	4.2200	4.0000	false	NONE		auto_structure_series_v1	auto_series	2026-04-23	2026-04-28	4.2200	3.9700	3.9700
