path	name	dir_rel	size_bytes	sha256	norm_key	copies	reason
D:\Stock\cut_file\S\券商研报\20211228-海通证券-选股因子系列研究（七十六）：基于深度学习的高频因子挖掘(1).pdf	20211228-海通证券-选股因子系列研究（七十六）：基于深度学习的高频因子挖掘(1).pdf	券商研报	912190	cb975cf1bd03008e242a843757b37da58221a473a4c466048787af541d526248	20211228-海通证券-选股因子系列研究（七十六）：基于深度学习的高频因子挖掘.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220104-兴业证券-高频漫谈(1).pdf	20220104-兴业证券-高频漫谈(1).pdf	券商研报	827260	05429dcb17594899f47326ff42967a4f26e47824e30844af214d82b8e922f554	20220104-兴业证券-高频漫谈.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220118-海通证券-金融工程专题报告：高频因子还是行业暴露，多因子指数增强策略的突围选择(1).pdf	20220118-海通证券-金融工程专题报告：高频因子还是行业暴露，多因子指数增强策略的突围选择(1).pdf	券商研报	1753603	2c1b45f5375491d320fbdec1db6cb709ac80b7e4d2b16e23615f5258013ff9c5	20220118-海通证券-金融工程专题报告：高频因子还是行业暴露，多因子指数增强策略的突围选择.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220123-兴业证券-高频研究系列二：收益率分布因子构建(1).pdf	20220123-兴业证券-高频研究系列二：收益率分布因子构建(1).pdf	券商研报	1040283	51be563bff5fe4ef5a2bc64653b03c9f2cead6bdf321aabe6a34789ac0151185	20220123-兴业证券-高频研究系列二：收益率分布因子构建.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220309-东兴证券-海外文献速览系列之十六：高频数据下基于文本挖掘和深度学习的股票波动性预测(1).pdf	20220309-东兴证券-海外文献速览系列之十六：高频数据下基于文本挖掘和深度学习的股票波动性预测(1).pdf	券商研报	1183753	d543797408f8fe6a007ebd4e851ef5fc3a78c11fb931f155fa0346f396f23079	20220309-东兴证券-海外文献速览系列之十六：高频数据下基于文本挖掘和深度学习的股票波动性预测.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220407-海通证券-选股因子系列研究（七十七）：改进深度学习高频因子的9个尝试(1).pdf	20220407-海通证券-选股因子系列研究（七十七）：改进深度学习高频因子的9个尝试(1).pdf	券商研报	1082998	640a280cd14c3338324a84c2342cfe4117f2f40e7f153cfdfbe5ad1e3d6352b5	20220407-海通证券-选股因子系列研究（七十七）：改进深度学习高频因子的9个尝试.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220419-海通证券-从2021年四季度量化私募的回撤说开去：高频赛道拥挤了吗？(1).pdf	20220419-海通证券-从2021年四季度量化私募的回撤说开去：高频赛道拥挤了吗？(1).pdf	券商研报	1535081	846367f1a8b9d9c4912aaec4b0f44f9ec9f175b77fcb56da28cf2e57b342d814	20220419-海通证券-从2021年四季度量化私募的回撤说开去：高频赛道拥挤了吗？.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220422-国泰君安-学界纵横系列之三十八：基于波动率分解的高频波动率预测模型(1).pdf	20220422-国泰君安-学界纵横系列之三十八：基于波动率分解的高频波动率预测模型(1).pdf	券商研报	986207	000f6550c1ce04e0aa86e8d3df10889f4bf51a30cc91c9975354fe526e1fa441	20220422-国泰君安-学界纵横系列之三十八：基于波动率分解的高频波动率预测模型.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220428-信达证券-因子选股系列之一：基于分钟线的高频选股因子(1).pdf	20220428-信达证券-因子选股系列之一：基于分钟线的高频选股因子(1).pdf	券商研报	1111425	37c77cf05c1caabc291e5723d010219bbe8b988117f55355886ebe473c542e8e	20220428-信达证券-因子选股系列之一：基于分钟线的高频选股因子.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220502-中泰证券-追踪“聪明资金”系列：揭开公募持仓“面纱”，细化模型尝试对股票仓位进行高频跟踪(1).pdf	20220502-中泰证券-追踪“聪明资金”系列：揭开公募持仓“面纱”，细化模型尝试对股票仓位进行高频跟踪(1).pdf	券商研报	2181244	303c3f2b62df0fa5b46264adde05f9e19239e90ec92bb160244c6c38fb82ebae	20220502-中泰证券-追踪“聪明资金”系列：揭开公募持仓“面纱”，细化模型尝试对股票仓位进行高频跟踪.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220504-兴业证券-高频研究系列三：收益率分布中的Alpha（2）(1).pdf	20220504-兴业证券-高频研究系列三：收益率分布中的Alpha（2）(1).pdf	券商研报	1340188	60e3ad27ae5b0e5d7a6d25c3cfdc9c7d01de670aa4e73e584abc004d1faef5c9	20220504-兴业证券-高频研究系列三：收益率分布中的alpha.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220531-海通证券-选股因子系列研究（七十九）：用注意力机制优化深度学习高频因子(1).pdf	20220531-海通证券-选股因子系列研究（七十九）：用注意力机制优化深度学习高频因子(1).pdf	券商研报	1344125	45bed5cd050a4eef7afa1b0875faa5efc2cdacbcbc47b585309de3cda2a48ac8	20220531-海通证券-选股因子系列研究（七十九）：用注意力机制优化深度学习高频因子.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220612-开源证券-市场微观结构研究系列（15）：高频因子，分钟单笔金额序列中的主力行为刻画(1).pdf	20220612-开源证券-市场微观结构研究系列（15）：高频因子，分钟单笔金额序列中的主力行为刻画(1).pdf	券商研报	1944677	0f9dac3700d34b186c951dd66b898977a4967ea68057396ea507c5541153eeac	20220612-开源证券-市场微观结构研究系列（15）：高频因子，分钟单笔金额序列中的主力行为刻画.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220719-国联证券-基于Level2数据：股票多因子系列1_机构主动资金流(1).pdf	20220719-国联证券-基于Level2数据：股票多因子系列1_机构主动资金流(1).pdf	券商研报	4216128	0f8248a580f1d1de0340cdaf8bd087ceae719c36f32058c49b85d3d0ede4f0b8	20220719-国联证券-基于level2数据：股票多因子系列1_机构主动资金流.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220728-国泰君安-数量化专题报告：高频量价策略不等于躺着赚钱(1).pdf	20220728-国泰君安-数量化专题报告：高频量价策略不等于躺着赚钱(1).pdf	券商研报	1427788	f65854f80cf8046f870bce47b4ffbc648823a2ce4ad8065771dea658ac84dbc2	20220728-国泰君安-数量化专题报告：高频量价策略不等于躺着赚钱.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20220909-中银国际-中银量化专题研究：如何高频预测模拟Wind主动股基（885000.WI）指数？(1).pdf	20220909-中银国际-中银量化专题研究：如何高频预测模拟Wind主动股基（885000.WI）指数？(1).pdf	券商研报	1668217	63c225d236aae6e2b969de37a105a53a2dcaf7828f5cdc260d888748cf7f7b7b	20220909-中银国际-中银量化专题研究：如何高频预测模拟wind主动股基（885000.wi）指数？.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20221109-兴业证券-高频研究系列五：市场微观结构剖析(1).pdf	20221109-兴业证券-高频研究系列五：市场微观结构剖析(1).pdf	券商研报	1210997	6f195d28589e01eb2bf303b61490bd9207cfdc24fd2f58dd27c30582f86667f9	20221109-兴业证券-高频研究系列五：市场微观结构剖析.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20221118-国金证券-金融工程专题报告：Alpha掘金系列之二，基于高频快照数据的量价背离选股因子(1).pdf	20221118-国金证券-金融工程专题报告：Alpha掘金系列之二，基于高频快照数据的量价背离选股因子(1).pdf	券商研报	835466	341fdaa9b3451e1bcaccf275854f17e5e4d8ba0a7993b0c3ce0645acd746bc0f	20221118-国金证券-金融工程专题报告：alpha掘金系列之二，基于高频快照数据的量价背离选股因子.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20221218-开源证券-市场微观结构研究系列（18）：大小单资金流alpha探究2.0，变量精筛与高频测算(1).pdf	20221218-开源证券-市场微观结构研究系列（18）：大小单资金流alpha探究2.0，变量精筛与高频测算(1).pdf	券商研报	2181608	00da5c6006ed0979f672f1d239ae96c6372060fb5f21ba9d89e84da2d3ec4d3f	20221218-开源证券-市场微观结构研究系列（18）：大小单资金流alpha探究2.0，变量精筛与高频测算.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20221221-海通证券-高频策略交易成本的分析和预测(1).pdf	20221221-海通证券-高频策略交易成本的分析和预测(1).pdf	券商研报	1687347	340f8f302c53fb647f09d682f198df33aa0a78182b01708607dc23ab508ca181	20221221-海通证券-高频策略交易成本的分析和预测.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\2024年金融干货包_compressed(1).pdf	2024年金融干货包_compressed(1).pdf	券商研报	2780137	64e03541bada30a2ca8aa3a8dc62b05ce0f8e8ef411bb4debadd9b77cab150cd	2024年金融干货包_compressed.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\A complete guide to the futures market_ technical analysis and trading systems, fundamental analysis, options, spreads, and trading principles-J(1).pdf	A complete guide to the futures market_ technical analysis and trading systems, fundamental analysis, options, spreads, and trading principles-J(1).pdf	券商研报	44970581	f5a1ae37bbfe21df9fcf23cd667c5393efd0eefd3411524a00b862851b266a22	a complete guide to the futures market_ technical analysis and trading systems, fundamental analysis, options, spreads, and trading principles-j.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\A Linear Algebra Primer for Financial Engineering(1).pdf	A Linear Algebra Primer for Financial Engineering(1).pdf	券商研报	19201662	d134ffe1b3b25ab849d14c0a80c6008067fa763ae4617bd0ece4f7721ec4d884	a linear algebra primer for financial engineering.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Active Portfolio Management_ A Quantitative Approach for Producing Superior Returns and Controlling Risk-McGraw-Hill (1999)(1).pdf	Active Portfolio Management_ A Quantitative Approach for Producing Superior Returns and Controlling Risk-McGraw-Hill (1999)(1).pdf	券商研报	6386183	b91c02e0f4ad877201a89e597e67f7c48fc6c93564b2b1774f60c12364aac46d	active portfolio management_ a quantitative approach for producing superior returns and controlling risk-mcgraw-hill.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Advanced Stochastic Models, Risk Assessment, and Portfolio Optimization_ The Ideal Risk, Uncertainty, and Performa(1).pdf	Advanced Stochastic Models, Risk Assessment, and Portfolio Optimization_ The Ideal Risk, Uncertainty, and Performa(1).pdf	券商研报	4025409	bd8c81e52f16f6c5752732ca93cbaa89c624bf2175703fbbaec3a751379eced6	advanced stochastic models, risk assessment, and portfolio optimization_ the ideal risk, uncertainty, and performa.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Advances in Active Portfolio Management_ New Developments in Quantitative Investing-McGraw-Hill Education (2020)(1).pdf	Advances in Active Portfolio Management_ New Developments in Quantitative Investing-McGraw-Hill Education (2020)(1).pdf	券商研报	26166224	8c9b9830b9f97f9b8852ad909d557a4f00fcec3a29cb0532e1efdb3cb5dd9f04	advances in active portfolio management_ new developments in quantitative investing-mcgraw-hill education.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\AI for Finance(1).pdf	AI for Finance(1).pdf	券商研报	3242440	dec1cafce1ebebd60def1f833343efdb0aaeb400ca69237020533694c14ee086	ai for finance.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Algorithmic and High-Frequency Trading-Cambridge University Press (2015)(1).pdf	Algorithmic and High-Frequency Trading-Cambridge University Press (2015)(1).pdf	券商研报	32635180	3216f3ea2582b88dd5e2b1d813ec2875c6ba252dbe5b51eb85f956c22e2d30aa	algorithmic and high-frequency trading-cambridge university press.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Algorithmic Trading Methods_ Applications Using Advanced Statistics, Optimization, and Machine Learning Techniques-Academic Press (2020)(1).pdf	Algorithmic Trading Methods_ Applications Using Advanced Statistics, Optimization, and Machine Learning Techniques-Academic Press (2020)(1).pdf	券商研报	13916255	2cca8bceb7f75b937e083cc73d23ea37432afc9524a33b19c6f44e8fb3bc190f	algorithmic trading methods_ applications using advanced statistics, optimization, and machine learning techniques-academic press.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Algorithmic Trading_ Winning Strategies and Their Rationale-Wiley (2013)(1).pdf	Algorithmic Trading_ Winning Strategies and Their Rationale-Wiley (2013)(1).pdf	券商研报	9243351	1c8b27ebee9f35f964794013e8629e5343c23506fa890ad65783867e8b3518ba	algorithmic trading_ winning strategies and their rationale-wiley.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\algorithmic-and-high-frequency-trading-pdf-free(1).pdf	algorithmic-and-high-frequency-trading-pdf-free(1).pdf	券商研报	32635180	3216f3ea2582b88dd5e2b1d813ec2875c6ba252dbe5b51eb85f956c22e2d30aa	algorithmic-and-high-frequency-trading-pdf-free.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\An Introduction to the Mathematics of Financial Derivatives-Academic Press (2014)(1).pdf	An Introduction to the Mathematics of Financial Derivatives-Academic Press (2014)(1).pdf	券商研报	8917726	0db7e10237f2469862c60d4648fcbfccfa4e1a9f2f4e5d2d0a5dbdece092cf47	an introduction to the mathematics of financial derivatives-academic press.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Applications of computational intelligence in data-driven trading-Wiley (2020)(1).pdf	Applications of computational intelligence in data-driven trading-Wiley (2020)(1).pdf	券商研报	3649145	31b59881211b965208a434613fd0c4955c8d70a1d2c1e1eb36c987cebb622b02	applications of computational intelligence in data-driven trading-wiley.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Artificial Intelligence in Finance_ A Python-Based Guide(1).pdf	Artificial Intelligence in Finance_ A Python-Based Guide(1).pdf	券商研报	24890877	5e567dccfc24b29a1340905d16791558bcc6969dc0ab7bd388561a592a48716b	artificial intelligence in finance_ a python-based guide.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Artificial Intelligence, Learning and Computation in Economics and Finance(1).pdf	Artificial Intelligence, Learning and Computation in Economics and Finance(1).pdf	券商研报	8654152	8cd294ac5b15a355204f978d0b7fe50c02d711a3bf5b3e15ccc86fd735b59259	artificial intelligence, learning and computation in economics and finance.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Attilio Meucci - Risk and Asset Allocation-Springer (2009)(1).pdf	Attilio Meucci - Risk and Asset Allocation-Springer (2009)(1).pdf	券商研报	5512951	8c8c9647f678e1ddfe9a2007501c87e2a5bd0bf9af58ae6193690fb5ea044843	attilio meucci - risk and asset allocation-springer.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\BetaPlus_Behavioral_Finance(1).pdf	BetaPlus_Behavioral_Finance(1).pdf	券商研报	1782655	c8b8634b6e5e884556e767eef6694b8e881b1bb57c29464afb5695c24d1018b2	betaplus_behavioral_finance.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\BetaPlus_Profitability_Factor(1).pdf	BetaPlus_Profitability_Factor(1).pdf	券商研报	1382370	719e7ac44dc4b2ea04fa1771ca8dcc1b83f26567611ed2fd3decd4534fc60b7a	betaplus_profitability_factor.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\BetaPlus_Time_Series_Analysis(1).pdf	BetaPlus_Time_Series_Analysis(1).pdf	券商研报	5990686	c53ff829d1230eb5281afbcf3f5dceef8e6a422c661b6e03bf54a7226b4d44f9	betaplus_time_series_analysis.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\BetaPlus_Trend_Following(1).pdf	BetaPlus_Trend_Following(1).pdf	券商研报	8334578	1222572de212a75878955947dae7785b66ceea8fbe3e04438c7240c89f6f74f1	betaplus_trend_following.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Dan Stefanica - A Primer for the Mathematics of Financial Engineering-FE Press (2008)(1).pdf	Dan Stefanica - A Primer for the Mathematics of Financial Engineering-FE Press (2008)(1).pdf	券商研报	3279375	06e505ff68e9a86f23106e13ca04d5d6bf78e9c3e36ca107df0d68ff0d601df1	dan stefanica - a primer for the mathematics of financial engineering-fe press.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Darrell Duffie - Dynamic asset pricing theory-Princeton University Press (2001)(1).pdf	Darrell Duffie - Dynamic asset pricing theory-Princeton University Press (2001)(1).pdf	券商研报	1673538	4c9b0e037f243ce2f03616f5789214aace698ad7bf553a7d7888afdd3a8dfde6	darrell duffie - dynamic asset pricing theory-princeton university press.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Deep Learning for Finance(1).pdf	Deep Learning for Finance(1).pdf	券商研报	6144346	d4da59219c9cb91bbf2ce2ffd2d2de054884e7e38ba07fa11c4761f5c795e5b2	deep learning for finance.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Developing High Frequency Trading Systems(1).pdf	Developing High Frequency Trading Systems(1).pdf	券商研报	8838518	705b968c6dded33c13fc78c06e476fb5b8842284649245a09c6f506b517d2d0c	developing high frequency trading systems.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Empirical Asset Pricing via Machine Learning(1).pdf	Empirical Asset Pricing via Machine Learning(1).pdf	券商研报	1144088	94666bb8367a0a656b836a50f2cdcacc69192b5dd5e24de4d60b86a36094c06d	empirical asset pricing via machine learning.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Empirical Dynamic Asset Pricing_ Model Specification and Econometric Assessment (2006)(1).pdf	Empirical Dynamic Asset Pricing_ Model Specification and Econometric Assessment (2006)(1).pdf	券商研报	4217253	b5b559bbe00d7609b1e52646c7852777f1922ea068e82300782f1c46d47b1f3c	empirical dynamic asset pricing_ model specification and econometric assessment.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\fifty_challenging_problems_in__2(1).pdf	fifty_challenging_problems_in__2(1).pdf	券商研报	5157347	92257374e66e1917091066afec38913aa06a4fade4a775ee9db0ece2a66ed4b2	fifty_challenging_problems_in__2.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Financial Machine Learning(1).pdf	Financial Machine Learning(1).pdf	券商研报	4923283	e2068d89c2a7bfe38de36f695186991a16b6e5c87724751083d351993f119cce	financial machine learning.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Financial Signal Processing and Machine Learning(1).pdf	Financial Signal Processing and Machine Learning(1).pdf	券商研报	18665253	2e5ddfa85cf7700643343b6e74d97d51b61374a2508f48be54d8ac30571b46fa	financial signal processing and machine learning.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Financial Technology_ Case Studies in Fintech Innovation-Kogan Page (2020)(1).pdf	Financial Technology_ Case Studies in Fintech Innovation-Kogan Page (2020)(1).pdf	券商研报	15042559	fdde7f03a0068a80a483e6ba27533a8ec2ae7d9d06171f745d07a633df2a655f	financial technology_ case studies in fintech innovation-kogan page.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Financial Theory with Python(1).pdf	Financial Theory with Python(1).pdf	券商研报	8769689	1bdac8875be1d55f246b8358a052c90cc1f02ddfd2e5d7013f38e176d7c50a3a	financial theory with python.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Finding Alphas(1).pdf	Finding Alphas(1).pdf	券商研报	10975951	acc4db4b1498bf4331a040799876add2293c2d8b30f20d470bff22f3e58f9bc4	finding alphas.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Hands-On Artificial Intelligence for Banking(1).pdf	Hands-On Artificial Intelligence for Banking(1).pdf	券商研报	6685767	858ab4a3b1afc3d2e9b06d84c5146b87fdbe2100ac9ceb4a3416b040b04a132a	hands-on artificial intelligence for banking.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Hands-On Cybersecurity for Finance(1).pdf	Hands-On Cybersecurity for Finance(1).pdf	券商研报	38545406	42b77316ce2814d2d6cad799fc8e7eacb97eb98050abb567a86674ce86c51292	hands-on cybersecurity for finance.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Hands-On Financial Trading with Python(1).pdf	Hands-On Financial Trading with Python(1).pdf	券商研报	8476639	962c02d7c54a09c47d826895aa29305b0468f1d0ae89da5a2a9ce761ae2f4bba	hands-on financial trading with python.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Hands-On Machine Learning for Algorithmic Trading(1).pdf	Hands-On Machine Learning for Algorithmic Trading(1).pdf	券商研报	26075812	9e67a986ac96399fb4d1c516964a268229630e8bb5efbcde29f8d177afc21744	hands-on machine learning for algorithmic trading.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\High-frequency trading_ a practical guide to algorithmic strategies and trading systems-Wiley (2013)(1).pdf	High-frequency trading_ a practical guide to algorithmic strategies and trading systems-Wiley (2013)(1).pdf	券商研报	35026323	d36753d1248425a1aeceda514dfdf2403c3748f54db322ee0738c316e0d6da56	high-frequency trading_ a practical guide to algorithmic strategies and trading systems-wiley.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Learning Quantitative Finance with R(1).pdf	Learning Quantitative Finance with R(1).pdf	券商研报	5878726	7b45b583e97164e3772b743027b7e3084d1fa23971f4b2762e1e1a6a4df88239	learning quantitative finance with r.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Machine Learning for Algorithmic Trading(1).pdf	Machine Learning for Algorithmic Trading(1).pdf	券商研报	18210450	bf12648248d331f62d1397a5c398411200ffa795229c2e70e2c45eca1b46f11d	machine learning for algorithmic trading.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Machine Learning for Asset Managers-Cambridge University Press (2020)(1).pdf	Machine Learning for Asset Managers-Cambridge University Press (2020)(1).pdf	券商研报	4563635	ac101c48f631d2beee4ec4fa4a27c526efa5c0e20e9b02f00b5214107eba6c5a	machine learning for asset managers-cambridge university press.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Machine Learning for Finance(1).pdf	Machine Learning for Finance(1).pdf	券商研报	8924847	4b86693e6561535c368194a04bfd6e8e27fd827be019138be38162d2c3e20442	machine learning for finance.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Machine Learning for Financial Risk Management with Python(1).pdf	Machine Learning for Financial Risk Management with Python(1).pdf	券商研报	26168021	880af87c403d99d9f682db4c3c01c714a21ec4d206960be660f674cbdb648ab8	machine learning for financial risk management with python.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Machine Learning in Asset Pricing-Princeton Univ Pr (2021)(1).pdf	Machine Learning in Asset Pricing-Princeton Univ Pr (2021)(1).pdf	券商研报	6546922	aaa43e38ca859e3f7b01fd4d155a9e2bbf95b2a386ea7aa406cceba0bbff1fcc	machine learning in asset pricing-princeton univ pr.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Machine Learning in Finance_ From Theory to Practice-Springer (2020)(1).pdf	Machine Learning in Finance_ From Theory to Practice-Springer (2020)(1).pdf	券商研报	9956192	4b30d3bc2fbf3fc275dbb4efa2862e7dda905aaa7a470b16633c6e5c8dce0ca2	machine learning in finance_ from theory to practice-springer.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Machine Learning in Finance_ From Theory to Practice(1).pdf	Machine Learning in Finance_ From Theory to Practice(1).pdf	券商研报	9956192	4b30d3bc2fbf3fc275dbb4efa2862e7dda905aaa7a470b16633c6e5c8dce0ca2	machine learning in finance_ from theory to practice.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Marcos López de Prado - Advances in Financial Machine Learning-John Wiley & Sons, Inc. (2018)(1).pdf	Marcos López de Prado - Advances in Financial Machine Learning-John Wiley & Sons, Inc. (2018)(1).pdf	券商研报	13320741	b0496be5bdebf24cd034b86f5e40abf82cb7979a7aaaf971f414f51fef30bfd1	marcos lópez de prado - advances in financial machine learning-john wiley & sons, inc..pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Mastering pandas for Finance_ Master pandas, an open source Python Data Analysis Library, for financial data analysis(1).pdf	Mastering pandas for Finance_ Master pandas, an open source Python Data Analysis Library, for financial data analysis(1).pdf	券商研报	7300580	02fe1a4d87b3f7d0724b73b42c4089e3c7dc14e56926f67120822bfdaf9c5909	mastering pandas for finance_ master pandas, an open source python data analysis library, for financial data analysis.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Mastering Python for Finance_ Implement advanced state-of-the-art financial statistical applications using Python(1).pdf	Mastering Python for Finance_ Implement advanced state-of-the-art financial statistical applications using Python(1).pdf	券商研报	12959557	bec07112bcb8db8933437ab1747f414b612a0ec37284d7dd9e80e92fa0adadc9	mastering python for finance_ implement advanced state-of-the-art financial statistical applications using python.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Mathematical Techniques in Finance_ An Introduction (2022, Wiley)(1).pdf	Mathematical Techniques in Finance_ An Introduction (2022, Wiley)(1).pdf	券商研报	6158382	9e41304ff3bddd5a156fb2f0e9dee321872125d01bfb4c6b102a019e0bc81c75	mathematical techniques in finance_ an introduction (2022, wiley).pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Maureen O'Hara - Market Microstructure Theory  -Wiley (1998)(1).pdf	Maureen O'Hara - Market Microstructure Theory  -Wiley (1998)(1).pdf	券商研报	9786594	49326624ee09a9a7f7201854c3cb2a49aad9beb297b5a5ee73b8fca9e834a09f	maureen o'hara - market microstructure theory -wiley.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Methods of Mathematical Finance-Springer (2001)(1).pdf	Methods of Mathematical Finance-Springer (2001)(1).pdf	券商研报	6601766	7ac4a9b62ac92f7739577c09db812c02e2386f60d545ce78dbf8de6bd41d6923	methods of mathematical finance-springer.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Monte Carlo Methods in Financial Engineering(1).pdf	Monte Carlo Methods in Financial Engineering(1).pdf	券商研报	42165823	d60ded89f6fb75b874397a15ad1d205d81771104be70f2ec43127e715c8e826d	monte carlo methods in financial engineering.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Optimization Methods in Finance(1).pdf	Optimization Methods in Finance(1).pdf	券商研报	1756518	e5fd95b8b768bda6e172ed4f789ce32fa698edd471ea8f56a3efae06133a2c87	optimization methods in finance.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Optimization Methods in Finance（第二版）(1).pdf	Optimization Methods in Finance（第二版）(1).pdf	券商研报	5666161	d2ca408553c167fa5660fc97880b243c90f16fb63bbf4205a8e71401ef5fe4f4	optimization methods in finance（第二版）.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Option Volatility and Pricing(1).pdf	Option Volatility and Pricing(1).pdf	券商研报	26686698	9e3a85506c4627026b5f623ce67b05d35197f74f18db66952b591f6f6ad4c1c6	option volatility and pricing.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\Paul P. Wilmott - Frequently Asked Questions in Quantitative Finance, Second Edition  -A John Wiley and Sons, Ltd. (2009)(1).pdf	Paul P. Wilmott - Frequently Asked Questions in Quantitative Finance, Second Edition  -A John Wiley and Sons, Ltd. (2009)(1).pdf	券商研报	3997136	06adcb5ccd2ce0d6a6d10f827eabd4c27da987e3a3aab8759be67d31ae8ca4bc	paul p. wilmott - frequently asked questions in quantitative finance, second edition -a john wiley and sons, ltd..pdf	2	same_hash_as_keep
