file_name	ext	size_bytes	current_path	bucket_l1	bucket_l2	duplicate_candidate	info_density_guess	next_action
低吸翘楚“乔帮主”操盘手法揭秘 PDF文章.epub	.epub	578050	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\低吸翘楚“乔帮主”操盘手法揭秘 PDF文章.epub	02_游资悟道交割单		n	low	compare_first
养家心法1-15期 - pan zhaofeng.docx	.docx	5245046	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\养家心法1-15期 - pan zhaofeng.docx	02_游资悟道交割单		n	medium	compare_first
养家心法1-15期 - pan zhaofeng.epub	.epub	881170	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\养家心法1-15期 - pan zhaofeng.epub	02_游资悟道交割单		n	low	compare_first
养家心法1-15期 - pan zhaofeng.jpg	.jpg	245931	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\养家心法1-15期 - pan zhaofeng.jpg	02_游资悟道交割单		n	low	compare_first
养家心法1-15期 - pan zhaofeng.opf	.opf	1070	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\养家心法1-15期 - pan zhaofeng.opf	02_游资悟道交割单		n	low	compare_first
孤独牛背【超短梦想系列之控制回撤篇】.epub	.epub	10768	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\孤独牛背【超短梦想系列之控制回撤篇】.epub	02_游资悟道交割单		n	low	compare_first
孤独牛背雷神婚礼演讲龙头妖股战法 - 未知.epub	.epub	200386	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\孤独牛背雷神婚礼演讲龙头妖股战法 - 未知.epub	02_游资悟道交割单		n	low	compare_first
孤独牛背雷神婚礼演讲龙头妖股战法 - 未知.jpg	.jpg	216319	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\孤独牛背雷神婚礼演讲龙头妖股战法 - 未知.jpg	02_游资悟道交割单		n	low	compare_first
孤独牛背雷神婚礼演讲龙头妖股战法 - 未知.opf	.opf	1137	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\孤独牛背雷神婚礼演讲龙头妖股战法 - 未知.opf	02_游资悟道交割单		n	low	compare_first
孤独牛背雷神婚礼演讲龙头妖股战法 - 未知.pdf	.pdf	258124	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\孤独牛背雷神婚礼演讲龙头妖股战法 - 未知.pdf	02_游资悟道交割单		n	medium	compare_first
孤独牛背雷神婚礼演讲龙头妖股战法.epub	.epub	7028	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\孤独牛背雷神婚礼演讲龙头妖股战法.epub	02_游资悟道交割单		n	low	compare_first
小鳄鱼 超短线的核心 - 熊 丽平.epub	.epub	195611	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\小鳄鱼 超短线的核心 - 熊 丽平.epub	02_游资悟道交割单		n	low	compare_first
小鳄鱼 超短线的核心 - 熊 丽平.jpg	.jpg	189349	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\小鳄鱼 超短线的核心 - 熊 丽平.jpg	02_游资悟道交割单		n	low	compare_first
小鳄鱼 超短线的核心 - 熊 丽平.opf	.opf	1090	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\小鳄鱼 超短线的核心 - 熊 丽平.opf	02_游资悟道交割单		n	low	compare_first
小鳄鱼 超短线的核心 - 熊 丽平.pdf	.pdf	301266	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\小鳄鱼 超短线的核心 - 熊 丽平.pdf	02_游资悟道交割单		n	medium	compare_first
小鳄鱼_超短线的核心.epub	.epub	87933	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\小鳄鱼_超短线的核心.epub	02_游资悟道交割单		n	low	compare_first
市场转折点，炒股养家教你如何买强势股.epub	.epub	103068	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\市场转折点，炒股养家教你如何买强势股.epub	02_游资悟道交割单		n	low	compare_first
我在泽熙学到的七堂课 徐翔 投机的心性 - 熊 丽平.epub	.epub	233087	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\我在泽熙学到的七堂课 徐翔 投机的心性 - 熊 丽平.epub	02_游资悟道交割单		n	low	compare_first
我在泽熙学到的七堂课 徐翔 投机的心性 - 熊 丽平.jpg	.jpg	242868	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\我在泽熙学到的七堂课 徐翔 投机的心性 - 熊 丽平.jpg	02_游资悟道交割单		n	low	compare_first
我在泽熙学到的七堂课 徐翔 投机的心性 - 熊 丽平.opf	.opf	1165	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\我在泽熙学到的七堂课 徐翔 投机的心性 - 熊 丽平.opf	02_游资悟道交割单		n	low	compare_first
我在泽熙学到的七堂课 徐翔 投机的心性 - 熊 丽平.pdf	.pdf	420357	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\我在泽熙学到的七堂课 徐翔 投机的心性 - 熊 丽平.pdf	02_游资悟道交割单		n	medium	compare_first
我在泽熙学到的七堂课_徐翔_投机的心性.epub	.epub	13956	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\我在泽熙学到的七堂课_徐翔_投机的心性.epub	02_游资悟道交割单		n	low	compare_first
明王心法 熊市生存之道 - 熊 丽平.epub	.epub	159328	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\明王心法 熊市生存之道 - 熊 丽平.epub	02_游资悟道交割单		n	low	compare_first
明王心法 熊市生存之道 - 熊 丽平.jpg	.jpg	168460	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\明王心法 熊市生存之道 - 熊 丽平.jpg	02_游资悟道交割单		n	low	compare_first
明王心法 熊市生存之道 - 熊 丽平.opf	.opf	1099	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\明王心法 熊市生存之道 - 熊 丽平.opf	02_游资悟道交割单		n	low	compare_first
明王心法 熊市生存之道 - 熊 丽平.pdf	.pdf	503787	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\明王心法 熊市生存之道 - 熊 丽平.pdf	02_游资悟道交割单		n	medium	compare_first
明王心法_熊市生存之道.epub	.epub	50132	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\明王心法_熊市生存之道.epub	02_游资悟道交割单		n	low	compare_first
榜中榜 理解力才是王道 - 熊 丽平.epub	.epub	146664	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\榜中榜 理解力才是王道 - 熊 丽平.epub	02_游资悟道交割单		n	low	compare_first
榜中榜 理解力才是王道 - 熊 丽平.jpg	.jpg	168669	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\榜中榜 理解力才是王道 - 熊 丽平.jpg	02_游资悟道交割单		n	low	compare_first
榜中榜 理解力才是王道 - 熊 丽平.opf	.opf	1099	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\榜中榜 理解力才是王道 - 熊 丽平.opf	02_游资悟道交割单		n	low	compare_first
榜中榜 理解力才是王道 - 熊 丽平.pdf	.pdf	184645	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\榜中榜 理解力才是王道 - 熊 丽平.pdf	02_游资悟道交割单		n	medium	compare_first
榜中榜_理解力才是王道.epub	.epub	4600	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\榜中榜_理解力才是王道.epub	02_游资悟道交割单		n	low	compare_first
民间股神之asking龙头战法 - Administrator.docx	.docx	22163	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之asking龙头战法 - Administrator.docx	02_游资悟道交割单		n	medium	compare_first
民间股神之asking龙头战法 - Administrator.epub	.epub	253311	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之asking龙头战法 - Administrator.epub	02_游资悟道交割单		n	low	compare_first
民间股神之asking龙头战法 - Administrator.jpg	.jpg	263194	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之asking龙头战法 - Administrator.jpg	02_游资悟道交割单		n	low	compare_first
民间股神之asking龙头战法 - Administrator.opf	.opf	1185	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之asking龙头战法 - Administrator.opf	02_游资悟道交割单		n	low	compare_first
民间股神之asking龙头战法 - Administrator.pdf	.pdf	210392	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之asking龙头战法 - Administrator.pdf	02_游资悟道交割单		n	medium	compare_first
民间股神之asking龙头战法.epub	.epub	4005	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之asking龙头战法.epub	02_游资悟道交割单		n	low	compare_first
民间股神之“职业炒手”王元杰的弱市操作及超短感悟 .epub	.epub	25556	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之“职业炒手”王元杰的弱市操作及超短感悟 .epub	02_游资悟道交割单		n	low	compare_first
民间股神之落升的熊市盈利技巧 - Administrator.docx	.docx	25407	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之落升的熊市盈利技巧 - Administrator.docx	02_游资悟道交割单		n	medium	compare_first
民间股神之落升的熊市盈利技巧 - Administrator.epub	.epub	190277	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之落升的熊市盈利技巧 - Administrator.epub	02_游资悟道交割单		n	low	compare_first
民间股神之落升的熊市盈利技巧 - Administrator.jpg	.jpg	206642	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之落升的熊市盈利技巧 - Administrator.jpg	02_游资悟道交割单		n	low	compare_first
民间股神之落升的熊市盈利技巧 - Administrator.opf	.opf	1212	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之落升的熊市盈利技巧 - Administrator.opf	02_游资悟道交割单		n	low	compare_first
民间股神之落升的熊市盈利技巧 - Administrator.pdf	.pdf	173698	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之落升的熊市盈利技巧 - Administrator.pdf	02_游资悟道交割单		n	medium	compare_first
民间股神之落升的熊市盈利技巧.epub	.epub	3386	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\民间股神之落升的熊市盈利技巧.epub	02_游资悟道交割单		n	low	compare_first
浓汤野人 600万到28亿棉花之战 - 熊 丽平.epub	.epub	152396	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\浓汤野人 600万到28亿棉花之战 - 熊 丽平.epub	02_游资悟道交割单		n	low	compare_first
浓汤野人 600万到28亿棉花之战 - 熊 丽平.jpg	.jpg	164918	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\浓汤野人 600万到28亿棉花之战 - 熊 丽平.jpg	02_游资悟道交割单		n	low	compare_first
浓汤野人 600万到28亿棉花之战 - 熊 丽平.opf	.opf	1123	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\浓汤野人 600万到28亿棉花之战 - 熊 丽平.opf	02_游资悟道交割单		n	low	compare_first
浓汤野人 600万到28亿棉花之战 - 熊 丽平.pdf	.pdf	630715	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\浓汤野人 600万到28亿棉花之战 - 熊 丽平.pdf	02_游资悟道交割单		n	medium	compare_first
浓汤野人_600万到28亿棉花之战.epub	.epub	18447	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\浓汤野人_600万到28亿棉花之战.epub	02_游资悟道交割单		n	low	compare_first
涅盘重升 情绪演变的认知 - 熊 丽平.epub	.epub	166358	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\涅盘重升 情绪演变的认知 - 熊 丽平.epub	02_游资悟道交割单		n	low	compare_first
涅盘重升 情绪演变的认知 - 熊 丽平.jpg	.jpg	183793	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\涅盘重升 情绪演变的认知 - 熊 丽平.jpg	02_游资悟道交割单		n	low	compare_first
涅盘重升 情绪演变的认知 - 熊 丽平.opf	.opf	1108	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\涅盘重升 情绪演变的认知 - 熊 丽平.opf	02_游资悟道交割单		n	low	compare_first
涅盘重升 情绪演变的认知 - 熊 丽平.pdf	.pdf	250239	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\涅盘重升 情绪演变的认知 - 熊 丽平.pdf	02_游资悟道交割单		n	medium	compare_first
涅盘重升_情绪演变的认知.epub	.epub	7353	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\涅盘重升_情绪演变的认知.epub	02_游资悟道交割单		n	low	compare_first
淘县大师传之--瑞鹤仙干货合集 PDF文章.epub	.epub	600108	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\淘县大师传之--瑞鹤仙干货合集 PDF文章.epub	02_游资悟道交割单		n	low	compare_first
淘县大师传之炒股养家 - 秋水早参.jpg	.jpg	68237	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\淘县大师传之炒股养家 - 秋水早参.jpg	02_游资悟道交割单		n	low	compare_first
淘县大师传之炒股养家 - 秋水早参.opf	.opf	1101	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\淘县大师传之炒股养家 - 秋水早参.opf	02_游资悟道交割单		n	low	compare_first
淘县大师传之炒股养家 - 秋水早参.pdf	.pdf	1555669	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\淘县大师传之炒股养家 - 秋水早参.pdf	02_游资悟道交割单		n	medium	compare_first
淘县大师传之瑞鹤仙 - 秋水早参.epub	.epub	1781427	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\淘县大师传之瑞鹤仙 - 秋水早参.epub	02_游资悟道交割单		n	low	compare_first
淘县大师传之瑞鹤仙 - 秋水早参.jpg	.jpg	69028	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\淘县大师传之瑞鹤仙 - 秋水早参.jpg	02_游资悟道交割单		n	low	compare_first
淘县大师传之瑞鹤仙 - 秋水早参.opf	.opf	1092	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\淘县大师传之瑞鹤仙 - 秋水早参.opf	02_游资悟道交割单		n	low	compare_first
淘县大师传之瑞鹤仙 - 秋水早参.pdf	.pdf	9112062	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\淘县大师传之瑞鹤仙 - 秋水早参.pdf	02_游资悟道交割单		n	medium	compare_first
炒股养家干货合集  共62页.epub	.epub	81155	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\炒股养家干货合集  共62页.epub	02_游资悟道交割单		n	low	compare_first
独谷一箭 赚钱效应的精髓 - 熊 丽平.epub	.epub	171773	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\独谷一箭 赚钱效应的精髓 - 熊 丽平.epub	02_游资悟道交割单		n	low	compare_first
独谷一箭 赚钱效应的精髓 - 熊 丽平.jpg	.jpg	191641	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\独谷一箭 赚钱效应的精髓 - 熊 丽平.jpg	02_游资悟道交割单		n	low	compare_first
独谷一箭 赚钱效应的精髓 - 熊 丽平.opf	.opf	1108	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\独谷一箭 赚钱效应的精髓 - 熊 丽平.opf	02_游资悟道交割单		n	low	compare_first
独谷一箭 赚钱效应的精髓 - 熊 丽平.pdf	.pdf	328685	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\独谷一箭 赚钱效应的精髓 - 熊 丽平.pdf	02_游资悟道交割单		n	medium	compare_first
独谷一箭_赚钱效应的精髓.epub	.epub	5416	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\独谷一箭_赚钱效应的精髓.epub	02_游资悟道交割单		n	low	compare_first
章盟主：三线归一 三仙归一 战法PDF文档.epub	.epub	2151397	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\章盟主：三线归一 三仙归一 战法PDF文档.epub	02_游资悟道交割单		n	low	compare_first
章盟主：强力试盘洗盘技术 - 未知.epub	.epub	362769	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\章盟主：强力试盘洗盘技术 - 未知.epub	02_游资悟道交割单		n	low	compare_first
章盟主：强力试盘洗盘技术 - 未知.jpg	.jpg	72279	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\章盟主：强力试盘洗盘技术 - 未知.jpg	02_游资悟道交割单		n	low	compare_first
章盟主：强力试盘洗盘技术 - 未知.opf	.opf	1101	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\章盟主：强力试盘洗盘技术 - 未知.opf	02_游资悟道交割单		n	low	compare_first
章盟主：强力试盘洗盘技术 - 未知.pdf	.pdf	3500961	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\章盟主：强力试盘洗盘技术 - 未知.pdf	02_游资悟道交割单		n	medium	compare_first
章盟主：强力试盘洗盘技术.epub	.epub	536856	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\章盟主：强力试盘洗盘技术.epub	02_游资悟道交割单		n	low	compare_first
缺口理论 - 未知.epub	.epub	208041	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\缺口理论 - 未知.epub	02_游资悟道交割单		n	low	compare_first
缺口理论 - 未知.jpg	.jpg	201059	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\缺口理论 - 未知.jpg	02_游资悟道交割单		n	low	compare_first
缺口理论 - 未知.opf	.opf	1029	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\缺口理论 - 未知.opf	02_游资悟道交割单		n	low	compare_first
缺口理论 - 未知.pdf	.pdf	2023741	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\缺口理论 - 未知.pdf	02_游资悟道交割单		n	medium	compare_first
职业炒手与Asking心得 - 微软用户.epub	.epub	270211	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\职业炒手与Asking心得 - 微软用户.epub	02_游资悟道交割单		n	low	compare_first
职业炒手与Asking心得 - 微软用户.jpg	.jpg	274011	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\职业炒手与Asking心得 - 微软用户.jpg	02_游资悟道交割单		n	low	compare_first
职业炒手与Asking心得 - 微软用户.opf	.opf	1092	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\职业炒手与Asking心得 - 微软用户.opf	02_游资悟道交割单		n	low	compare_first
职业炒手与Asking心得 - 微软用户.pdf	.pdf	602550	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\职业炒手与Asking心得 - 微软用户.pdf	02_游资悟道交割单		n	medium	compare_first
职业炒手与Asking心得.epub	.epub	17618	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\职业炒手与Asking心得.epub	02_游资悟道交割单		n	low	compare_first
艾琳心法 抓住大波段的奥秘 - 熊 丽平.epub	.epub	127238	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\艾琳心法 抓住大波段的奥秘 - 熊 丽平.epub	02_游资悟道交割单		n	low	compare_first
艾琳心法 抓住大波段的奥秘 - 熊 丽平.jpg	.jpg	146433	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\艾琳心法 抓住大波段的奥秘 - 熊 丽平.jpg	02_游资悟道交割单		n	low	compare_first
艾琳心法 抓住大波段的奥秘 - 熊 丽平.opf	.opf	1117	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\艾琳心法 抓住大波段的奥秘 - 熊 丽平.opf	02_游资悟道交割单		n	low	compare_first
艾琳心法 抓住大波段的奥秘 - 熊 丽平.pdf	.pdf	382645	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\艾琳心法 抓住大波段的奥秘 - 熊 丽平.pdf	02_游资悟道交割单		n	medium	compare_first
艾琳心法_抓住大波段的奥秘.epub	.epub	7655	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\艾琳心法_抓住大波段的奥秘.epub	02_游资悟道交割单		n	low	compare_first
著名刺客500万到800万实盘交割单.epub	.epub	166072	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\著名刺客500万到800万实盘交割单.epub	02_游资悟道交割单		n	low	compare_first
著名刺客50万到104万实盘持仓汇总.epub	.epub	178073	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\著名刺客50万到104万实盘持仓汇总.epub	02_游资悟道交割单		n	low	compare_first
著名刺客新生代游资著名刺客手法揭秘 PDF文章.epub	.epub	344906	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\著名刺客新生代游资著名刺客手法揭秘 PDF文章.epub	02_游资悟道交割单		n	low	compare_first
著名刺客语录 - 熊 丽平.epub	.epub	176977	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\著名刺客语录 - 熊 丽平.epub	02_游资悟道交割单		n	low	compare_first
著名刺客语录 - 熊 丽平.jpg	.jpg	197599	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\著名刺客语录 - 熊 丽平.jpg	02_游资悟道交割单		n	low	compare_first
著名刺客语录 - 熊 丽平.opf	.opf	1060	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\著名刺客语录 - 熊 丽平.opf	02_游资悟道交割单		n	low	compare_first
著名刺客语录 - 熊 丽平.pdf	.pdf	190959	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\著名刺客语录 - 熊 丽平.pdf	02_游资悟道交割单		n	medium	compare_first
著名刺客语录.epub	.epub	4708	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\著名刺客语录.epub	02_游资悟道交割单		n	low	compare_first
赵老哥-顶级游资风云录-游资敢死队操盘手法.epub	.epub	264469	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\赵老哥-顶级游资风云录-游资敢死队操盘手法.epub	02_游资悟道交割单		n	low	compare_first
赵老哥股林绝技之连板战法1.epub	.epub	129243	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\赵老哥股林绝技之连板战法1.epub	02_游资悟道交割单		n	low	compare_first
赵老哥股林绝技之连板战法2 - 未知.epub	.epub	435943	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\赵老哥股林绝技之连板战法2 - 未知.epub	02_游资悟道交割单		n	low	compare_first
赵老哥股林绝技之连板战法2 - 未知.jpg	.jpg	58820	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\赵老哥股林绝技之连板战法2 - 未知.jpg	02_游资悟道交割单		n	low	compare_first
赵老哥股林绝技之连板战法2 - 未知.opf	.opf	1104	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\赵老哥股林绝技之连板战法2 - 未知.opf	02_游资悟道交割单		n	low	compare_first
赵老哥股林绝技之连板战法2 - 未知.pdf	.pdf	4091727	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\赵老哥股林绝技之连板战法2 - 未知.pdf	02_游资悟道交割单		n	medium	compare_first
赵老哥股林绝技之连板战法2.epub	.epub	119905	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\赵老哥股林绝技之连板战法2.epub	02_游资悟道交割单		n	low	compare_first
退学炒股_一万到千万的蜕变.epub	.epub	14990	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\退学炒股_一万到千万的蜕变.epub	02_游资悟道交割单		n	low	compare_first
退学炒股超短打板的心法与精髓 共171页.epub	.epub	11710245	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\退学炒股超短打板的心法与精髓 共171页.epub	02_游资悟道交割单		n	low	compare_first
退学语录 我和小明 - 熊 丽平.epub	.epub	231222	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\退学语录 我和小明 - 熊 丽平.epub	02_游资悟道交割单		n	low	compare_first
退学语录 我和小明 - 熊 丽平.jpg	.jpg	254983	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\退学语录 我和小明 - 熊 丽平.jpg	02_游资悟道交割单		n	low	compare_first
退学语录 我和小明 - 熊 丽平.opf	.opf	1081	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\退学语录 我和小明 - 熊 丽平.opf	02_游资悟道交割单		n	low	compare_first
退学语录 我和小明 - 熊 丽平.pdf	.pdf	396495	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\退学语录 我和小明 - 熊 丽平.pdf	02_游资悟道交割单		n	medium	compare_first
退学语录_我和小明 - 熊 丽平.epub	.epub	57273	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\退学语录_我和小明 - 熊 丽平.epub	02_游资悟道交割单		n	low	compare_first
退学语录_我和小明 - 熊 丽平.opf	.opf	971	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\退学语录_我和小明 - 熊 丽平.opf	02_游资悟道交割单		n	low	compare_first
退学语录_我和小明 - 熊 丽平.original_epub	.original_epub	21083	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\退学语录_我和小明 - 熊 丽平.original_epub	02_游资悟道交割单		n	low	compare_first
退学语录_我和小明.epub	.epub	21083	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\退学语录_我和小明.epub	02_游资悟道交割单		n	low	compare_first
龙飞虎 动态仓位管理 - 熊 丽平.epub	.epub	166621	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\龙飞虎 动态仓位管理 - 熊 丽平.epub	02_游资悟道交割单		n	low	compare_first
龙飞虎 动态仓位管理 - 熊 丽平.jpg	.jpg	187081	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\龙飞虎 动态仓位管理 - 熊 丽平.jpg	02_游资悟道交割单		n	low	compare_first
龙飞虎 动态仓位管理 - 熊 丽平.opf	.opf	1090	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\龙飞虎 动态仓位管理 - 熊 丽平.opf	02_游资悟道交割单		n	low	compare_first
龙飞虎 动态仓位管理 - 熊 丽平.pdf	.pdf	401141	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\龙飞虎 动态仓位管理 - 熊 丽平.pdf	02_游资悟道交割单		n	medium	compare_first
龙飞虎_动态仓位管理.epub	.epub	7715	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\龙飞虎_动态仓位管理.epub	02_游资悟道交割单		n	low	compare_first
48位游资-上册 - 未知.epub	.epub	2198512	D:\Stock\cut_file\S\02_游资悟道交割单\48位游资悟道心法\48位游资-上册 - 未知.epub	02_游资悟道交割单		n	low	compare_first
48位游资-上册 - 未知.jpg	.jpg	79480	D:\Stock\cut_file\S\02_游资悟道交割单\48位游资悟道心法\48位游资-上册 - 未知.jpg	02_游资悟道交割单		n	low	compare_first
48位游资-上册 - 未知.opf	.opf	1047	D:\Stock\cut_file\S\02_游资悟道交割单\48位游资悟道心法\48位游资-上册 - 未知.opf	02_游资悟道交割单		n	low	compare_first
48位游资-上册.pdf	.pdf	346044628	D:\Stock\cut_file\S\02_游资悟道交割单\48位游资悟道心法\48位游资-上册.pdf	02_游资悟道交割单		n	medium	compare_first
48位游资-下册 - 未知.epub	.epub	1770383	D:\Stock\cut_file\S\02_游资悟道交割单\48位游资悟道心法\48位游资-下册 - 未知.epub	02_游资悟道交割单		n	low	compare_first
